,Review
5314,app provide support users case forgotten password . 
5315,basic required data listed app bill credit card transaction history watch updating email address . tottaly pre mediated cheat credit card users . ca see bill app ? ? ? ? ? ? 
5316,kindly allow fingerprint lock app . much time taking enter password . 
5317,app serious security issues . 1 . app saving password memory showing screen next use . 2 . app generating receipt showing full particulars transactions . 3 . alert sms email showing full particular transactions 
5318,app bugs . respond actions cant upload pic cnic cant change number helpline totally pathetic 
5319,pathetic app every time trying login app freezes login key credentials looks like 1g application plz develop app like ubl hbl banking app atleast customize app good features . 
5320,good app fingerprint login option available must included 
5321,app full bugs . slow difficult use . shows time soon . need sign entering username password . offer fingerprint sign-in . 
5322,developer plz try improve app . show password option till yet . good . developer bank . cold response . wayźzzzz . bad app truly dodging customer without telling charges app . opening always promt msg unable connect rhe server professional version . sorry developers going uninstall . 
5323,"app good , work . unfortunately work properly . whenever install , accepts user name password . accept user id password . server need correction . installed uninstalled app many times giving error . user id password accepted computer using internet banking . "
5324,poorly made app . bad user experience . till option remove receipt email address history . lags lot . fingerprint login support . even log times keep saying connection lost . 
5325,app running latest update . plus kindly add biometric login 
5326,"alpha app working properly moment give application password log , application disappears many attempts , logan small request put fingerprint password system inside app updated "
5327,"pathetic app .. even want register .. cnic box bug ... allow person enter valid cnic number format ... mobile phone text box also bug .. registered app , able use .. bugs problems waiting ahead tackle using app . highly recommended thus app bank ... like hang urself hands ... 🔪📊📌📍💉 "
5328,disgusting app . fully secure registration able proceed one step without error . registering account stopped working 2 step came back show msg already subscribed evem set password go forgot password option . error appears proceed request . must standard kind apps . feel much pathetic developer developed it.😡 
5329,fingerprint option available . need interface change make friendly user . 
5330,extremely retarded app . login . always gets nerves logging . hate app . least biometric login fingerprint facility phones . never rated app play store ever . made . 
5331,fingerprint login available app 
5332,worst app ever used . yesterday tried create account . app got stucked time biometric verification . restarted app tried create account . said account debit # already registered . even get password phone # email address . trying get password forgot password . still request processed . uninstalling app . 
5333,"need improve password sharing method lenggty advertising much app alafalah standards , "
5334,total spy app . alfa wants record manage calls ? need access gallery ? 
5335,"rubbish app . unable login access listed features ... everytime get cross reference credentials expired message , despite reset , ne username password issued . fake app developed fake people . "
5336,"firstly , app developed mainly banking needs . developed spying . app asks repeatedly camera , storage , mic etc permission use . secondly , lacks basic options available web application . like one option change mobile number app , payments made daraz.pk website etc . options available web application . useless "
5337,worst application ever seen bank . taking full control mobile taking permissions . asking contact access ? 
5338,"using app access phone data . signing everything right , shown message account set , try later . whether put wrong/right data message shown . think data privacy maligned apps , personal advise stay away apps demand `` access media/photos `` , nothing , big 👎👎👎 side . "
5339,"app needs access media , photos , files , phone call , take photos , record videos contacts ? "
5340,facing regarding login stuff sticking app system requires pin code everytime open closing . app account . upgrade app stick one time pincode login evertime login . setting lack many option open custimize way login customer requires 
5341,"cant use app . keeps loading home screen . also many unnecessary permission list like camera , send email without owner knowledge , call without owner knowledge , collect accounts data , collect apps data etc . think securitywise good device owner . "
5342,"beaware new app , maybe collecting personal information , along camera , audio recording , sms , contacts fine location "
5343,"app everything online portal . hate asks access many personal information like camera , location , sms , storage , etc . denied permissions installed app . somehow still got access personal google email provided bank . bank system emailing address want . since customer privacy non-existant pakistan , know information app deceptively stole phone . deleting app phone immediately writing review . install app . use online portal need . "
5344,annoying app . reseted password two times allow login log . interface also user friendly . much annoying . hate . 
5345,useless . trying reregister app new phone asking launch app create secure code ! impossible ! ! ! ! ! 
5346,"installing app , button generate security code showing screen . phone different agents passed around multiple times giving app . "
5347,"fingerprint authentication available even google pixel 5 , options set , paym missing , old app features legitimate reason move banks ... "
5348,"totally unable access accounts online app delinked account multiple times , preventing generating login code view accounts . mostly stopped using app painful use time call relink account ! "
5349,"annoying ! generate security code keeps disappearing app , means ca sign via app online banking . set sign finger print app disappeared "
5350,old review complaining general complaint lack features query generate security code hence reply . earth would place essential button mobile banking hidden place possible ( login screen ) keyboard automatically comes ( enter password ) completely hides generate code button . worst ux sin found app commits however plenty minor ones found . 
5351,app forced switch digital secure key several months ago . latest update log need physical secure key ! emailed developer 3 days ago response . 
5352,"lets start positives . fingerprint recognition logged app clear layout displays accounts balances clear way . negative . app lacks basic security features - example force user re-log app app closed screen locked / unlocked . option security settings change behavior . try opening app , logging , press home button minimize app , turn screen lock device , unlock device screen appropriate security time , bring recently used apps select hsbc app - logged app see balances move money . security hole - even use security log device somebody guesses pin security pattern access account . reason give app one star . "
5353,app spamming permissions contacts blik location annoying 
5354,"app cumbersome . offer biometrics still need update password ? mean seems silly . mention , answering security questions chose , booted . seriously ? "
5355,good apps privacy account 
5356,"app mostly works , camera trying scan document verify identification . one way login case log broken , leaving user locked essential services . unacceptable ! ! "
5357,app give login transfer approve prompts update 3.0.2 basically lost access bank accounts government services 
5358,"allow app responsible official authentication bug refuse users , well , use app . kind app bugging like inexcusable . "
5359,buggiest piece official software ever used . many explain . secure security based device loads apps access . 
5360,app add option notifications . least make opt . legitimate security reason option users know . 
5361,"least make option enable notifications . 'll argue makes security less secure . nemid 'll get immediate response ( notification ) . unsure activated newest mitid activation , 'll open app , made activation , feedback , unless already logged midid . people work .... people really need study perception cybersecurity ux . "
5362,auth notification missing . argument secure joke . app `` improve `` security removing necessity enter pin time open . 
5363,"install app forced . works , open automatically request send . relationship work mfa apps . one many mfa apps , missing really irritating . seen answar security feature . limited case someone phone . unsecured would username clear text . "
5364,"share analytics ? ! thanks ! instead finally implementing support using up-to-date android biometric api , adding support face unlock devices fingerprint reader ? "
5365,app open upgrade motorola android paralyzing important activities locking everything . 
5366,"fingerprint authorisation work android 10 . support email sends auto-reply contact bank . thats deserving one star review . app fine otherwise , understand keep app running latest version android . especially many users . kritik . "
5367,"app two factor authentication work ! blocked page , 3 times , tonite , less year . wants provide proof identity . ive done twice already year ! getting messages notification prove identity . click fb link , says , enter . dangerous site steal information . try change password , wants 2 factor authentication . says , sent text , never get ! ! r ruining buisness ! "
5368,app leaves much desired . access features notifications using regular facebook app business profile . 
5369,best business app ever build facebook . amazing 
5370,seems bug app wo open flashes back app icon . order access account delete install . wo even install . used good years disappointing quite frankly stuck ca access business diary booking system 
5371,"open use app , shuts . late notifications esp messages . "
5372,"longer launches android 12 . working , app responsible notifications messenger business page . longer get notifications someone sent message . good app turned something nonfunctional . great job , developers ! "
5373,"poorest app ... ca share photo video app facebook page ... despite giving access gallery & phone storage , constantly keeps asking permission 🥵😡 "
5374,annoying features limited . ca change profile picture cover photo entire navigation app poor 
5375,since last week deleted reinstall apps many times .. alert people message . please make app usable -____- 
5376,downloaded & set permissions phone app could talk new android phone . click app icon go login screen shows `` continue `` name account . click get error reads `` ( # 10 ) application permission action `` & little button reads `` ok `` . nothing else . idea permission wants . help . click `` ok `` button takes back login screen . gives ? need work . 
5377,bad apps keep crashing google take facebook bussiness suit . 
5378,"app garbage since update . mentioned 1 star reviews , lots little things like able @ mentions , getting notifications messages etc big one longer access photo albums add photos via app could . update july 9th 2022 - longer access appointment list . update breaks function app makes worse . "
5379,"probably one inconsistent app experience ever created . thanks endless continuous changes , small tweaks , reconfiguration , design modifications , app prevents trust . right , trust messaging features totally inconsistent across devices . app literally caters facebook * paying customers * , app often angering sometimes utterly useless . "
5380,android - missing clients late notification messages . legit clients going spam folder . lost customers 
5381,use app account disabled . install use app one month account got disable invalid app use facebook even know answering lost much important data . never use product meta business purposes . 
5382,"latest update made thing unusable ? , costing loss work operating easily could ! terrible app , keeps removing features , simple things . trying run business app ( built quite well using facebook pages app ) , ca comfortably confidentially work . good worked well , 'd happily pay usable app , used work smoothly features useful , useless ! "
5383,login business suite app email password every time error user must verify account facebook . com confirm login app please help 
5384,"absolutely terrible . app wo even send text ca pass two-step authentication login ! know else ridiculous ? fact meta aka facebook reading reviews responds say thank good reviews . thanks sharing care positive things say horrible app , meta . rest us go unanswered , meanwhile . "
5385,"terrible app . frustrating copy reply functionalities disappeared well ability save photos . took drastic measures uninstalled downloaded installed older version apk sites , back business ! "
5386,"odd app ( web interface ) . overcomplicated , lots bugs , way talking facebook alternative ... "
5387,"app wo open , telling permission use . need help please . messages access read . "
5388,"shockingly bad app . used ok , useless . message notifications go app new messages . open page via facebook app see new messages cant open business suite fb app . ive missed quite client messages . "
5389,app worthless . nothing errors trying access inbox messages . found many videos claiming solve issue none work . disappointed way answer messages potential customers . 
5390,"great , notifications private messages useless . preferred pages app ! ! "
5391,"app many permissions ! ! records voice calls , knows gps via wifi gps , etc . uninstalled ! ! ! ! "
5392,everything good except unwanted logging app . know happening automatically shuting app start login says app permission allowed . 
5393,shocking app ! taken away invite like page option . sort ! affecting many businesses ! 
5394,app working . login shows empty starting screens without facebook pages . facebook support instead fixing bug suggests buy new phone . 
5395,please report app . notifications longer viewable ! ca see likes/comments . able share post photos gallery fb page scheduling options . available . point app ? page stories option sucks . ca share image facebook post page stories . anytime try share image photos facebook business suite keeps shutting . addition share pics videos business pages story . 
5396,"app used decent , possibly worst . ca access inbox without going messenger app switching personal account . losing sales seeing inquiries coming ! success going business page web browser phone viewing desktop mode . fix app . "
5397,facebook completely gave app intentions making usable misfortunate enough download uninstall 
5398,app unusable . run business read messages sent us ! shows notifications open app 
5399,app working great 3 going 4 years cant see clients messages uninstall install see messaging . inconvienient unptofessional business . 
5400,great platform greater discomfort . app refuses connect sudden till . sure customer care wo even reply quiet users issues . features great app unstable . 
5401,"app terrible ! need able get messages clients business page , work app ! facebook notifies message business , go app , wo show message . laptop , message ! frustrating ! see 1 star reviews exact issue , one happening , needs fixed ! "
5402,even open apps.it said app dont permission action.though idk permission requesting since already allowed everything app phone settings 
5403,updt : deleted ... app sync messenger etc ... hard manage business thru . : ( 
5404,app full vulnerabilities 
5405,"app sucks . keeps throwing error message saying permission use , agency manage several accounts business profile administrator several accounts independently . please fix problem . receive notifications thru facebook app , would click would send business suite . ca even access ? upsetting experience . allow login well . "
5406,"literally missing messages coming , dont get kind notification app , checked make sure notification permission ... sometimes ill even get notification actual facebook app go business suite wo new message ... app good "
5407,"people pointed , recent updates made app worthless messenger . receive notifications person messaged business page despite notifications app system . reinstalls , resets , nothing working . losing business app ca function correctly . seperating personal business pages huge step backwards functionality . whichevwr developer pitched ideas fired . "
5408,"handy works ! delay receiving message notifications , message notifications disappear show new messages . slow load . think needs looking . improved handy app business owners . "
5409,"app terrible . initially made things easier partner access clients post pages share , time messages going . notifications , go messages shows nothing . switch facebook messenger account page , get messages . business suite becoming completely unusable keep clients ! "
5410,absolutely hate . ca access photos albums . change back ! stop changing apps work perfectly fine ! could see photos ca . stop changing app . let us add albums ! could last week ca . 
5411,"useless app , showing temporarily blocked performing action , ca send messages , receive , shame , application crashed , improvements 😡😡😡😡😡❌❌❌ "
5412,lost customers due app notifying new messages . allowed permissions yet notify ! 
5413,"facebook forced upgrade business page ... awful . downloaded app , hoping would helpful . wrong ! get notifications messages missing communications customers . hate format still go back forth app fb manage things . based reviews , app totally reworked . "
5414,"seems developers listening customers , buisness app business users ca go photo album upload photo customers see , still resolved developers , take away dates conversations , removing audit trails needed business owners . app developers care obviously know run buisness 😖 listen ! ! someone else done app sure would leave one "
5415,"worst app ever ! first download another app control pages since full app ! second , notifications , ever , always missing customer messages due . fb good businesses ! "
5416,"got app necessity bc regular fb app suddenly would allow access messages last year . reason app bc could everything else within fb ig apps . early february 2021 , messages business suite started going haywire . shown multiple unread messages none refused load messages . app done nothing hurt business . submitted bug report , never got response , got worse "
5417,disappointed amount spam messages business app . daily occurrence inspire confidence allowing app access details . surely must better ! 
5418,hacked . lost page . lack security name app . 
5419,app next unusable . facebook refuses listen customer concerns instead adds features unnecessary app . 
5420,receiving double notifications linked instagram account . could turn notification section . unlinked instagram ( insta ) problem continues broke connection fb business app solved problem . glad deleted app . 
5421,app invaluable small businesses owners utilise social media sales bookings however lack message notifications unread message icons ( 3 showing ) frustrating . app manage facebook instagram business pages 'd using . bugs need fixed . 
5422,awful ! hit miss notifications hit miss messages notifications . message/ notification showing disappearing . way change tone sound jumping check app every 2 mins way access albums/ timeline mobile uploaded pictures app constantly jump one app another . would expected far better considering called business suite ca run business effectively app work properly . 
5423,happening fb business suites ? ? ? ? ? ? ? app worthy use ! 
5424,"aupdated app , add photos existing album .. options .. regreted .. hassles "
5425,"push notifications messages , losing potential clients "
5426,apps download privacy violate 
5427,"app sucks . even failed login . place details , put authentication code fails let ! ! ! "
5428,"aside new app losing functionality , difficult quite honestly , sick level spying fb . become nothing waste space phone . "
5429,utterly useless . random ability view messages inbox renders app completely inept managing business . 
5430,terrible messaging feature - uninstall app tells messages facebook load . app literally causing lose business ! 
5431,"vast majority people downloading social media planning apps value security posts . deleting app lost two scheduled posts - time planned posting , disappeared . given app 1 star kind situation happens , completely ruins trust tech . tech facebook , nonetheless ! know better . app full user-holes . whole experience using business suite infuriating . "
5432,client ca book appointments app longer get reminders . layout app awkward makes sense . everything app makes running business facebook difficult stressful . please read reviews . app work 
5433,new updates frustrating limiting . options make albums share 3d photos . uninstalled reinstalled earlier version . [ update ] facebook trigger inside app force update even older versions play store . 1 star stays . 
5434,"worst app ever made ! since install nothing problems business msging , private msgs , appointments working properly , msgs load send , worst ! anyone worked fix another app try ? "
5435,"app shocking , receive messages app unless go fb open first . havent single notification messages comments small business nightmare . reported errors response . "
5436,messaging feature horrible new application . getting notifications messages left potential clients . checked phone settings app settings reason getting messages . submitted report via app week later still response . messaging one important features seems botched new app many others business community experiencing . 11-28 still working 
5437,"app unstable . since updated business suit , practically logged . ca access pages . says app permission access account . frustrated ... "
5438,"app convenience use . businness manager acc need turn two authentication .without turn , log business suite . please adjust problem.i want log without turning two authentication . "
5439,"app good first installed , months later turned business suite , cant receive notifications , though checking app settings notif settings . please resolve issue , affects responses busines "
5440,"hate use separate app manage business page . decent first . last updates sucked ! ca upload pictures existing album make new one option upload pictures , going updates check . make sure usable . going screw users . make good app keep . add unless future one likes needs . developer embarrassed ! "
5441,"awful app , losing much business able access messages , getting notification message , able open , customers getting annoyed , uninstall install everytime view messages ! "
5442,"horrible app . reach clients constantly logs , even reinstalling changing password . "
5443,"new app choice accept ( took original business app use facebook ) . takes hours hours retrieve messages clients and/or inquiries . upset 'upgraded us worst app ever used . mention , bad business : ( "
5444,"rubbish app . really irritating . messages randomly going spam folder . sometimes , full message show open app . performing search , search within messages . searches names . update : longer send pics folders . main camera roll , thousands pictures . photos business arranged folders . send photo , laptop . "
5445,"pointless app . insights useful gone - able examine engagement , follower trends etc selecting specific time periods examine . inbox looking replying comments messy inaccurate . entire app design clunky - instant delete . "
5446,"latest update ruined app . ca upload photo albums , uploaded without proper sorting . inconvinient user viewer . "
5447,app doesnt photo albums . need go computer add pictures albums app useless ! either fix problem need . fb manager waaay better . 
5448,forced download look message . based reviews still using app . 
5449,facebook business suite new update bad album another option closed difficult running app update 
5450,app auto install phone without permission ? 
5451,"verry bad . check message page app . app run . new update open app , `` application dose permission action `` "
5452,since moving new phone android 9 autologin account . reports `` app permission action ( 10 ) ” . app unusable . 
5453,"requires login anytime try access anything settings , remove feature feature time , requires million apps anything . update : came put 1 * review , saw already cause app still sucks . "
5454,"business idea app great , functions hard use . - notify incoming messages comments properly . - app slow . - android , ca record reply customers voice record messager . "
5455,"app wont allow access `` application permission action `` . phone , access fb everything belongs . "
5456,facebook pages manager app steals data . need privacy 
5457,trying delete app wo let use anything never downloaded yet phone ca get rid ..... invasion privacy law even facebook 
5458,worst app helpful create mass . useless better remove app offer public . 
5459,"overall app useful , keep losing customers , app wo notify incoming messages . going two updates . "
5460,app removed page list . sign reinstalled . notifications whatsoever . point ? deleting waste space 
5461,"many clumsy issues app , worth listing . facebook business account , using desktop far better option . app useful messaging . "
5462,app auto-updates even auto-update play store settings . update crappy cant select album sending photo messages . cant browse timeline normally refreshes since app recognized want refresh scroll . un-intelligent app . persistent like virus ! 
5463,"love app , really makes dislike facebook apps fact said apps allowed auto-update , means need permission , ... facebook apps associated facebook update without permission . dont appreciate . "
5464,"app used work messed box coat hangers ! ! wo undo random notifications select remove stop receiving notifications matter many times select stop receiving ... longer notifies messages home screen , physically check , totally unreliable business tool . horrible app ! ! "
5465,logicless new update ! ! ! previously could select images albums replying customers messages . cant find albums . want us scroll thousand images reply customers ! tell install previous update atleast ? ? ? fix soon please . otherwise app wont special needs anymore anyone . 
5466,[ fix please ] impossible select pictures folders ... remove feature pro app ? regular fb messenger feature ? ! 
5467,latest update ruined app especially sending photos thru messenger taking away access different folders gallery . whoever removed feature thinking clearly . 
5468,app open allow update . resolution soon app deleted ! 
5469,"app getting worse . search messenger name ! update : understand remove search photo icon ? send recent photos , unless willing go back way search whole photo app planning send old photo . "
5470,select photos another folder gallery android fb app ? present android fb app allow choose photos gallery posting . option allow switch another folder choose photos . frustrating access photos organised different folders android phone . im business owner & need send selected photos clients daily ! ! ! ca select photo phone album ! ! ! 
5471,"poorly made application . obvious thought put . finding photos impossible since ca access folders separately . also , ca add photos albums ( pointless ) . far got need keep going anymore . overall , poor app . "
5472,great app manage facebook pages 
5473,important app much missing . - ca load photos album phone ! gallery - tagging needs fixing - ca simple album management pages facebook apps ? still need go computer move photos one album another . - ability upload additional photos existing album specific text exists pages app ( thank ) computer ! frustrating . 
5474,thank facebook removing tool actually useful screen app list . thank especially warning many ither users beforehand . way start app play store . listen users ? 
5475,app responding business page messages using personal fb profile . serious breach privacy . 
5476,"app pure dog poop . cant see messenger messages . cant like customers commrnts . notification issues , bugs galore since past two updates took liking away . company spends thousands dollars facebook yet ignore us . absolutely dog poop . worthless . cleared cache , uninstalled reinstalled . probsbly sn issue android 9 . "
5477,ridiculous uninstall install app order notifications go away . also runs slow show profile picture cover photo clearly . want keep reinstalling app . notifications still get stuck show unseen notifications yet already seen . 
5478,app used good past week longer receiving notifications clients sends message inbox . missing important message customers getting upset . whatever glitch needs fixed asap . 
5479,removing facebook creator android still updated app able voice messages helpful talking clients . 
5480,"facebook disabled , app clogging phone data . uninstall regularly free space . "
5481,concerned app auto updates even though feature turned . also facebooks lack transparency comes updates contain also alarming . usual reviews ignored anyway continue `` collect `` data whilst ignoring concerns patrons . uninstall application ? telling android system app 
5482,"great app managing business page . however big problem messages coming , notification show app opened message center . "
5483,"warning install . takes phone , disableing permissions work . app eats data constantly accessing uploading phone data without permission . big box company forcing malware data mining people notice . app useless manage pages , bulky , slow , poorly designed garbage . "
5484,"removing features force multiple apps . cant post business pages anymore without original facebook app , id grown fond installed phone . "
5485,"least helpful facebook app managing pages . ca even see phone storage . typical facebook , bad service , bad privacy policies bad business . "
5486,"notifications ... missed many message due notifications pushed , one happen sneak , notification tone set . people sue lost business flaws app . used good . : / "
5487,wo allow access messages sent business . massive oversight inconvenience app designed manage online profile business . heck ? 
5488,"install app , encounter lot problems phone . problems stopped uninstalled . unique additional features normal fb app . certain sort virus app . "
5489,"third facebook app discernable reason existing . facebook app blocked reading messages page let facebook force pages manager throat . easily see page messages , facebook app , pages app . useless bloatware must install facebook power respect . easier resist . "
5490,app used brilliant get messages notified hours . ca change notification sound specifically different fb messenger sound . miss much business result . nightmare . 
5491,"use business keeps crusshing sorts reasons . ca open advert photo cause crashes ca view new messages unless search name person phone notifications , conversations update , message disappear . beware using bad customer reviews app . regretably alternative keep using ... "
5492,"app ridiculous . rely messages business page app longer gives notifications . uninstalled , reinstalled , cleared data , cache , nothing ! literally losing business app work ! fix ! "
5493,"great app , recent update wiped one pages admin page manager app ! ! sort facebook "
5494,"terrible app ! always glitchy , freezing withholding messages ... lost business page admin access ... cant get messages post business suffering . reposnse facebook panic lose money . worked hard build social media presence business ... app ruin .. warned ! "
5495,"stupid app . slow update notification . show notification background running , open app notification show much alarm crazy . "
5496,"notifications sparadic comments messages missed deliberately searched . editing sharing options extremely limited , available app desktop webpage versions ( ie ; sharing products/services , commenting posts groups page , posting photos comments multiple folders , etc ) , many options edit tabs hidden unavailable ( notes ) , html support . news feed options engage online communities beyond page . app terrible businesses necessary evil . "
5497,great app iphone changed samsung app terrible . get notifications already opened app . ruined message response time . could access inbox normal facebook app would uninstall . useless ! 
5498,"able share photo album page app ! point ca , please fix "
5499,"app hogs resources - drains battery , consumes excessive memory & data , allow removal pages need manage , notifications pop facebook wanting advertise ( boost post ) , real notifications ( potential customer messages ) dont pop . persevered long enough - uninstalling see improvements made . "
5500,highly recommended app write shortcuts hide data install app never 
5501,"keeps crashing lg v20 open app . least day . closes , deletes phones home screen wallpaper restarts phone . cool . "
5502,app necessary yet barely functions ! notifications broken everything else . prompted sign facebook within dedicated app already signed ? 
5503,"update made notifications show app actually open . also , deleted efficient feature ability upload pictures media source , upload pics gallery . means either download whole product albums phones ready , hunt pictures manually download share upon receiving enquiries . please fix asap . "
5504,"really enough developers app , restrict device support certain app downloaded support system device , instant get notified `` facebook page manager ca installed , try problem continue , get help troubleshootout ( error code : -504 ) `` notification nerve past fewer days enough coz take data get app , need app return mobile data pleas , "
5505,"really love app worked great communicating customers , late see clients messages . problem clearly reported numouras times . little confused resolved yet .... getting point deleting app migrating customers reliable source communication . fustraiting "
5506,"mentioned numerous reviews , app plagued faultals messaging interface whereby messages display correctly response rates business outcomes affected . application cache manually wiped view messages . use app run business page messaging mobile device wouldnt ! please rectify asap . trying roll back older version mean time . "
5507,per everyone else comments let view messages daily making app extremely difficult use ! 
5508,"update everything perfect . 90 % features useless . message/comment notification , app using .. think facebook page manager wants decrease user .. "
5509,really like app . helped lot business . issue receive messages never read . reinstall app several times specific problem . 
5510,serious privacy invasion . never granted permission app . 
5511,"bloated app forced use features made unavailable impossible use apps mobile site . used necessity , choice . "
5512,"latest update app , corrupted devices ui , caused home app crash . also violates google tos allowing choose update app . auto update turned apps , globally google play , app level . however app way prevent auto updates . let uninstall app . use , keeps taking space device every update . "
5513,"app drains battery power , need , want , continues pop apps , disable auto update force stop mobile . annoying "
5514,ufornunately app stops working . notification showing app closes times 
5515,"app locking phone randomly open . delaying message response times , also preventing using phone times . "
5516,"bloatware ca uninstall phone . trust facebook , app phone makes worry spied . "
5517,looks like app still garbage . uninstalled force pushes notifications . looking reviews appears many many issues messages notifications . losing business get notified customers message half time ca click buttons work right . notifications get cleared ... list endless . however also appears none developers care complaints none addressed reviews . good job guys 
5518,possible disable notifications . invasion privacy . 
5519,used able uploads photos google photos app . direct phones house gallery - options . ( android galaxy 4 ) 
5520,facebook wants access microphone ! ? privacy thing using app . 
5521,features app available facebook app streamline things . app waste time space necessary order use facebook manage organization . 
5522,use facebook want app data collection . ca even uninstall even though blocked settings still update time . 
5523,app come handy . please leave running background . understand apps background still open . app left idle eat 1.69gb data ? facebook page manager . topped 4gb 8 days ago . understand last month data fell short . luckily setting phone allows stop individual apps using data background . google maps used less data use page manager 
5524,"app could useful allowed easier editing photos , organising albums facebook eased pointless updates . almost every single week update facebook pages manager , messenger etc . yet show change log . actually updated ? annoying updating app transfer sd card yet . every time updates facebook app . written review 'll deleting app . "
5525,"able delete spying app without say either update open , giving option uninstall .... like cousin facebook spying app sucks . "
5526,"used able upload many photos time & new slideshow option ( even use ) either crashes app , freezes phone , decides finally let upload photos wo let choose album . useless added feature breaks app . "
5527,works better facebook main app bloated many permissions required ( ex : microphone ) 
5528,"create business page , forced install app receive messages . absolute f * * * * * g garbage . loads slow , glitches nonstop , give accurate alerts , list goes . facebook needs shove app back hole * * . "
5529,downloaded app last year able upload photos page problem . sudden app let choose album want certain photos . waste . 
5530,suddenly bunch new permissions needed app history sms ... pages manager need . update explained removed . 
5531,"want app history , bookmarks . seriously ? , users , must care much privacy allow apps take advantage like . uninstalled . "
5532,"latest update , permissions excessive unnecessary . app & browsing history ? reason imagine need . "
5533,"incredibly important business . removed . put back . without , app completely useless . would rather uninstall use regular facebook app . "
5534,run business thru facebook facebook insists use app ..... view anything thru app . locks phone black screen . never install awful app could review stars would 
5535,app wo install android phone kindle . partially installed phone stopped ca access messages facebook without app pop blocking . 
5536,wants access microphone facebook record say ? screw app . 
5537,"point forced app exception wanting snoop phone . anything ca computer could phone fb require . read permissions carefully , continue computer . "
5538,"pre-installed note 5 way uninstall app , updates uninstalled true use app rating everyone . see purpose app rating stays "
5539,fb app alone nightmare . would want add problems ? thanks ! data storage privacy suck . 
5540,"app facebook nosey phone , reason . allowing facebook access phone private information install . "
5541,"facebook forcing download apps . page manager app release see activities ordinary page . update forcing download page manager & massenger ! . forcing business ? one facebook enough . sony xperia pre installed version best . need messenger , facebook lite , page manager , facebook work & exxxxtra bunch useless apps . one facebook . use time improve single app . fill mobile storage facebook . "
5542,largest privacy violating corporation app developer ( billion apps phone ) allow manage permissions using privacy guard . ? ! disgrace ! ! ! demand privacy ! ! ! ! ! 
5543,"forced install `` view 3 new messages `` group . except messages , new , completely accessible via standard app . uninstalled . "
5544,"saw 9 messages awaiting page . download app view , turns `` messages `` notifications getting regular facebook app , another way steal away privacy created app . 33mb ton permissions needed install . app waste space time . "
5545,installed via fb locked phone . ca open app deleted 
5546,"uploaded app way see page messages . however , turns messages apart `` download app `` pile poop ask , serves real purpose running page another annoying factor asks permission access contacts , files camera , fail see would need purpose meant "
5547,rubbish ! compounded facebook app insistence page notifications coming via pages manager . impressed . 
5548,app ok strongly dislike way facebook give notification message deny access without downloading pages manager . pretty poor ! 
5549,unnecessary app face book forced make dowload application users . 
5550,? everyday need permissions ? least describe briefly new features need new permissions ! screw ! ca wait android l granular app permissions . deleting .. 
5551,"earth app need see much info , view private files photos phone , capability see hear going world . supposed manage third party web page , understand ! seems backdoor life . unacceptable uninstalled "
5552,want give permission app use microphone ! might uninstall . need give option opt . app good . 
5553,app needs updated & needs permission access microphone ? ! seems little odd . 'll stick logging computer/browser ... 
5554,"downloaded app , way see actual notifications business page ... app caused phone repeatedly shut restart .... pleased . immediately deleted app . please either fix app fix facebook issues see notifications properly run company . "
5555,"found one default apps . option create album page , cant upload pics album created . please update apps feature . .. good apps . giving 3.5 5 ! "
5556,useful app managing facebook page . great sme . 
5557,incredible forced use separate app “ manage `` facebook pages . facebook bloatware best . 
5558,another app invented make another app easier manage .... 
5559,"app downright putrid , pretty much always . nearly impossible change upload photos unless newly taken . reason facebook insists using proprietary useless software grab photos opposed android built file picker . photos many different folders , impossible get . outside , kind data sent fb using app ? keep waking device ? cant push notifications disabl "
5560,"bloated , ubiquitous persistent apps taking resources far personally intrusive . "
5561,"deleted 3 major apps download one time says , insufficient storage available , make sense . deleted ton apps free storage space one . express angry . personal message page ca view . "
5562,"force public use app never great long term success strategy . people eventually get tired stop using services . , downloading app person must accept agree app complete access everything phone . including photos , text messages , phones camera , speaker , recording device , etc . facebook really taking advantage general public amazing allow get away . "
5563,home de'cor ... unable open app phone 
5564,"removed facebook apps phone ! like new news feeds , privacy lack thereof never install messenger . bye bye facebook ! "
5565,unnecessary app forced us . reason able check pages messages browser . facebook product install battery life lowers significantly . space required massive permissions invasive . 
5566,manage pages facebook app . ca see private page messages . please facebook release make us forced download messenger . facebook app enough us ... 
5567,"facebook , pages manager facebook messenger apps require permission use audio recording camera without permission . vote feet revert back web browser versions facebook remove requirement stop spying users ! "
5568,violating people privacy forcing people download messenger right . . deleted facebook app downloading messenger 
5569,"another app facebook permissions go far . use camera microphone whenever want whatever reason . asked , said use listen background find users listening watching tv better serve users . ? enough say . removed app . "
5570,", facebook , ? want turn tomorrow , want entirely page page basis . app almost useless without feature . deny notification permission entire app meaning even get notifications * * want see . poor . "
